10
1	2	101
1	3	140
1	4	66
1	5	82
1	6	86
1	7	211
1	8	263
1	9	210
1	10	121
2	3	54
2	4	166
2	5	115
2	6	162
2	7	170
2	8	234
2	9	240
2	10	221
3	4	205
3	5	119
3	6	167
3	7	124
3	8	189
3	9	212
3	10	227
4	5	94
4	6	55
4	7	183
4	8	238
4	9	168
4	10	60
5	6	47
5	7	123
5	8	159
5	9	125
5	10	115
6	7	122
6	8	158
6	9	125
6	10	65
7	8	65
7	9	92
7	10	180
8	9	61
8	10	210
9	10	156
